name,naming_series,company,vehicle,driver,departure_time,status
DT-DEMO-000684,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Fatima Aslam,2024-01-04 10:00:00,Completed
DT-DEMO-000685,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Asad Aslam,2024-01-04 08:00:00,Scheduled
DT-DEMO-000686,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-6507-AD,Usman Qureshi,2024-01-04 08:00:00,Completed
DT-DEMO-000687,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Bushra Malik,2024-01-04 05:00:00,Completed
DT-DEMO-000688,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-1483-CD,Usman Qureshi,2024-01-04 10:00:00,Completed
DT-DEMO-000689,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-3315-AD,Irfan Khan,2024-01-04 05:00:00,Scheduled
DT-DEMO-000690,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-7775-CD,Kashif Malik,2024-01-04 10:00:00,In Transit
DT-DEMO-000691,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-9582-BD,Fahad Qureshi,2024-01-04 05:00:00,In Transit
DT-DEMO-000692,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2173-CD,Naeem Rana,2024-01-04 07:00:00,Scheduled
DT-DEMO-000693,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3790-AC,Rabia Gill,2024-01-04 09:00:00,In Transit
DT-DEMO-000694,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Kamran Gill,2024-01-05 09:00:00,In Transit
DT-DEMO-000695,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Saima Mirza,2024-01-05 07:00:00,Completed
DT-DEMO-000696,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9582-DE,Kiran Hussain,2024-01-06 09:00:00,Completed
DT-DEMO-000697,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Sohail Mirza,2024-01-06 05:00:00,Scheduled
DT-DEMO-000698,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1352-AB,Bilal Sharif,2024-01-06 08:00:00,Scheduled
DT-DEMO-000699,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2393-DE,Bilal Sharif,2024-01-07 08:00:00,Completed
DT-DEMO-000700,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-3315-AD,Zara Dar,2024-01-09 08:00:00,In Transit
DT-DEMO-000701,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1840-DC,Asad Aslam,2024-01-10 07:00:00,Completed
DT-DEMO-000702,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-5043-DD,Adnan Chaudhry,2024-01-11 07:00:00,Completed
DT-DEMO-000703,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-4783-EB,Fahad Siddiqui,2024-01-11 09:00:00,Completed
DT-DEMO-000704,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Ali Mirza,2024-01-11 09:00:00,Scheduled
DT-DEMO-000705,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-6507-AD,Amir Javed,2024-01-12 06:00:00,Completed
DT-DEMO-000706,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8514-DD,Fahad Chaudhry,2024-01-12 09:00:00,Completed
DT-DEMO-000707,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-1483-CD,Ali Mirza,2024-01-14 09:00:00,Scheduled
DT-DEMO-000708,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4553-ED,Saima Malik,2024-01-14 10:00:00,Scheduled
DT-DEMO-000709,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7776-DC,Sohail Mirza,2024-01-15 09:00:00,Completed
DT-DEMO-000710,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Fahad Siddiqui,2024-01-15 10:00:00,Completed
DT-DEMO-000711,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2173-CD,Fatima Aslam,2024-01-15 06:00:00,Completed
DT-DEMO-000712,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9582-DE,Asad Aslam,2024-01-15 08:00:00,In Transit
DT-DEMO-000713,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9582-DE,Saima Aslam,2024-01-16 07:00:00,Completed
DT-DEMO-000714,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-2477-CC,Farah Malik,2024-01-16 10:00:00,Completed
DT-DEMO-000715,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-2477-CC,Bushra Sheikh,2024-01-16 05:00:00,Completed
DT-DEMO-000716,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Mehreen Qureshi,2024-01-16 09:00:00,In Transit
DT-DEMO-000717,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9582-DE,Amir Dar,2024-01-17 07:00:00,Completed
DT-DEMO-000718,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4553-ED,Salman Dar,2024-01-17 07:00:00,In Transit
DT-DEMO-000719,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-5043-DD,Farah Malik,2024-01-17 08:00:00,Completed
DT-DEMO-000720,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Sadia Ahmed,2024-01-18 09:00:00,Completed
DT-DEMO-000721,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-4245-DD,Amir Javed,2024-01-18 05:00:00,Completed
DT-DEMO-000722,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-9784-EA,Saima Aslam,2024-01-18 06:00:00,Completed
DT-DEMO-000723,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-5025-EE,Salman Qureshi,2024-01-21 09:00:00,Scheduled
DT-DEMO-000724,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1312-CD,Bushra Butt,2024-01-21 07:00:00,Completed
DT-DEMO-000725,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Waqar Javed,2024-01-21 10:00:00,Completed
DT-DEMO-000726,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1312-CD,Usman Sheikh,2024-01-21 08:00:00,Completed
DT-DEMO-000727,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1840-DC,Farah Khan,2024-01-22 06:00:00,Scheduled
DT-DEMO-000728,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Sohail Sharif,2024-01-22 06:00:00,Scheduled
DT-DEMO-000729,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3572-AC,Saima Aslam,2024-01-22 09:00:00,In Transit
DT-DEMO-000730,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3024-AA,Kiran Hussain,2024-01-22 09:00:00,Completed
DT-DEMO-000731,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3799-CE,Bushra Butt,2024-01-22 07:00:00,Completed
DT-DEMO-000732,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4079-AB,Rabia Gill,2024-01-22 05:00:00,Completed
DT-DEMO-000733,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Fahad Siddiqui,2024-01-23 09:00:00,Completed
DT-DEMO-000734,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-5043-DD,Naeem Rana,2024-01-23 06:00:00,Scheduled
DT-DEMO-000735,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3790-AC,Sana Mirza,2024-01-24 10:00:00,In Transit
DT-DEMO-000736,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8940-EE,Amir Dar,2024-01-24 09:00:00,Completed
DT-DEMO-000737,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-5025-EE,Farah Malik,2024-01-24 08:00:00,Completed
DT-DEMO-000738,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Salman Qureshi,2024-01-25 08:00:00,Completed
DT-DEMO-000739,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-5025-EE,Sadia Ahmed,2024-01-25 10:00:00,Completed
DT-DEMO-000740,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Sana Ahmed,2024-01-26 08:00:00,Scheduled
DT-DEMO-000741,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3270-EE,Usman Qureshi,2024-01-27 08:00:00,Completed
DT-DEMO-000742,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Saima Mirza,2024-01-27 10:00:00,Scheduled
DT-DEMO-000743,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Sana Ahmed,2024-01-27 10:00:00,Scheduled
DT-DEMO-000744,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3024-AA,Usman Qureshi,2024-01-27 07:00:00,Completed
DT-DEMO-000745,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Usman Sheikh,2024-01-28 09:00:00,Completed
DT-DEMO-000746,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1312-CD,Sana Mirza,2024-01-28 09:00:00,In Transit
DT-DEMO-000747,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Saima Aslam,2024-01-28 08:00:00,In Transit
DT-DEMO-000748,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Kiran Hussain,2024-01-28 09:00:00,Completed
DT-DEMO-000749,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3270-EE,Farah Khan,2024-01-29 05:00:00,Completed
DT-DEMO-000750,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8940-EE,Kashif Malik,2024-01-30 07:00:00,Completed
DT-DEMO-000751,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3790-AC,Samina Rana,2024-01-30 09:00:00,Scheduled
DT-DEMO-000752,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4079-AB,Fatima Aslam,2024-02-01 09:00:00,Completed
DT-DEMO-000753,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1396-CB,Saima Mirza,2024-02-02 10:00:00,Scheduled
DT-DEMO-000754,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Waqar Dar,2024-02-04 05:00:00,Completed
DT-DEMO-000755,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1893-BE,Kamran Gill,2024-02-04 07:00:00,Scheduled
DT-DEMO-000756,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-1483-CD,Asad Aslam,2024-02-04 10:00:00,In Transit
DT-DEMO-000757,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Sana Ahmed,2024-02-04 08:00:00,Completed
DT-DEMO-000758,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2083-BD,Rabia Gill,2024-02-04 09:00:00,Completed
DT-DEMO-000759,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-4783-EB,Zara Dar,2024-02-05 08:00:00,Completed
DT-DEMO-000760,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3790-AC,Nadia Gill,2024-02-05 09:00:00,Completed
DT-DEMO-000761,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7776-DC,Usman Hassan,2024-02-06 07:00:00,Completed
DT-DEMO-000762,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8940-EE,Usman Sheikh,2024-02-06 09:00:00,Completed
DT-DEMO-000763,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Usman Sheikh,2024-02-07 07:00:00,Scheduled
DT-DEMO-000764,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1807-BC,Zara Dar,2024-02-07 07:00:00,Completed
DT-DEMO-000765,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-5025-EE,Muhammad Dar,2024-02-07 05:00:00,Scheduled
DT-DEMO-000766,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2173-CD,Mehreen Qureshi,2024-02-08 06:00:00,Scheduled
DT-DEMO-000767,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Saima Mirza,2024-02-08 10:00:00,Scheduled
DT-DEMO-000768,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Fahad Qureshi,2024-02-08 09:00:00,Scheduled
DT-DEMO-000769,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1807-BC,Saima Aslam,2024-02-09 05:00:00,Scheduled
DT-DEMO-000770,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-9582-BD,Farah Malik,2024-02-10 07:00:00,Completed
DT-DEMO-000771,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1352-AB,Bushra Malik,2024-02-10 10:00:00,Completed
DT-DEMO-000772,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-7266-AC,Fahad Siddiqui,2024-02-10 09:00:00,Completed
DT-DEMO-000773,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7348-DD,Asad Aslam,2024-02-11 09:00:00,Scheduled
DT-DEMO-000774,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-5590-BB,Usman Sheikh,2024-02-11 08:00:00,Completed
DT-DEMO-000775,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1107-BE,Usman Hassan,2024-02-12 10:00:00,Scheduled
DT-DEMO-000776,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7694-AC,Sana Ahmed,2024-02-13 05:00:00,Completed
DT-DEMO-000777,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-7266-AC,Kiran Hussain,2024-02-14 05:00:00,Completed
DT-DEMO-000778,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Samina Rana,2024-02-14 09:00:00,Completed
DT-DEMO-000779,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8617-AA,Bushra Sheikh,2024-02-15 07:00:00,Completed
DT-DEMO-000780,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2393-DE,Amir Javed,2024-02-15 08:00:00,Completed
DT-DEMO-000781,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-6507-AD,Salman Akhtar,2024-02-16 05:00:00,In Transit
DT-DEMO-000782,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Sohail Sharif,2024-02-16 07:00:00,In Transit
DT-DEMO-000783,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Samina Rana,2024-02-17 10:00:00,Completed
DT-DEMO-000784,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-4783-EB,Sadia Ahmed,2024-02-18 09:00:00,Completed
DT-DEMO-000785,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-9582-BD,Rabia Gill,2024-02-18 10:00:00,Completed
DT-DEMO-000786,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3572-AC,Sana Ahmed,2024-02-18 05:00:00,In Transit
DT-DEMO-000787,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8940-EE,Muhammad Dar,2024-02-18 06:00:00,In Transit
DT-DEMO-000788,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1807-BC,Sana Mirza,2024-02-18 08:00:00,Completed
DT-DEMO-000789,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1352-AB,Sana Mirza,2024-02-18 05:00:00,In Transit
DT-DEMO-000790,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3799-CE,Ali Mirza,2024-02-20 07:00:00,Scheduled
DT-DEMO-000791,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3502-DC,Sohail Mirza,2024-02-20 07:00:00,Completed
DT-DEMO-000792,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8617-AA,Ali Mirza,2024-02-20 09:00:00,Scheduled
DT-DEMO-000793,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2393-DE,Usman Hassan,2024-02-21 09:00:00,Completed
DT-DEMO-000794,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Amir Dar,2024-02-21 07:00:00,Scheduled
DT-DEMO-000795,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-7775-CD,Salman Dar,2024-02-22 09:00:00,Completed
DT-DEMO-000796,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Irfan Khan,2024-02-23 05:00:00,Completed
DT-DEMO-000797,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Bushra Sheikh,2024-02-23 09:00:00,Completed
DT-DEMO-000798,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7262-EE,Waqar Javed,2024-02-23 07:00:00,In Transit
DT-DEMO-000799,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3024-AA,Alina Hassan,2024-02-24 08:00:00,Completed
DT-DEMO-000800,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Rabia Gill,2024-02-24 08:00:00,Scheduled
DT-DEMO-000801,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3502-DC,Sohail Mirza,2024-02-24 09:00:00,In Transit
DT-DEMO-000802,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-3315-AD,Tariq Gill,2024-02-25 07:00:00,Completed
DT-DEMO-000803,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8940-EE,Fahad Chaudhry,2024-02-25 05:00:00,Completed
DT-DEMO-000804,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4553-ED,Asad Aslam,2024-02-25 10:00:00,Completed
DT-DEMO-000805,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Ali Mirza,2024-02-26 06:00:00,Completed
DT-DEMO-000806,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2111-EE,Sohail Sharif,2024-02-27 07:00:00,Completed
DT-DEMO-000807,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Salman Qureshi,2024-02-28 05:00:00,In Transit
DT-DEMO-000808,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Waqar Dar,2024-02-28 07:00:00,Scheduled
DT-DEMO-000809,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1107-BE,Alina Hassan,2024-02-29 06:00:00,In Transit
DT-DEMO-000810,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4553-ED,Rabia Gill,2024-03-02 08:00:00,Scheduled
DT-DEMO-000811,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-5043-DD,Amir Dar,2024-03-02 08:00:00,Scheduled
DT-DEMO-000812,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-4783-EB,Asad Aslam,2024-03-03 07:00:00,In Transit
DT-DEMO-000813,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-7348-DD,Bushra Sheikh,2024-03-03 06:00:00,Completed
DT-DEMO-000814,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-8400-AE,Salman Qureshi,2024-03-04 10:00:00,Completed
DT-DEMO-000815,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Muhammad Dar,2024-03-04 06:00:00,Completed
DT-DEMO-000816,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-5590-BB,Farah Malik,2024-03-04 09:00:00,Scheduled
DT-DEMO-000817,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-4783-EB,Salman Qureshi,2024-03-05 08:00:00,Scheduled
DT-DEMO-000818,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Sana Ahmed,2024-03-05 06:00:00,Completed
DT-DEMO-000819,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-6507-AD,Waqar Javed,2024-03-05 08:00:00,Completed
DT-DEMO-000820,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Waqar Javed,2024-03-05 07:00:00,Scheduled
DT-DEMO-000821,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1807-BC,Muhammad Dar,2024-03-07 09:00:00,Scheduled
DT-DEMO-000822,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-9231-BB,Salman Qureshi,2024-03-07 05:00:00,Completed
DT-DEMO-000823,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-6507-AD,Asad Aslam,2024-03-07 06:00:00,Completed
DT-DEMO-000824,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Waqar Dar,2024-03-07 09:00:00,Completed
DT-DEMO-000825,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-7775-CD,Usman Hassan,2024-03-07 05:00:00,Completed
DT-DEMO-000826,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-3960-AB,Bushra Malik,2024-03-08 10:00:00,Completed
DT-DEMO-000827,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Bilal Sharif,2024-03-08 08:00:00,Completed
DT-DEMO-000828,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8617-AA,Amir Dar,2024-03-08 08:00:00,Completed
DT-DEMO-000829,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-1396-CB,Kashif Malik,2024-03-09 07:00:00,Scheduled
DT-DEMO-000830,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Salman Dar,2024-03-09 10:00:00,Completed
DT-DEMO-000831,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3270-EE,Fatima Aslam,2024-03-09 09:00:00,Completed
DT-DEMO-000832,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2083-BD,Bushra Butt,2024-03-10 09:00:00,Completed
DT-DEMO-000833,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-9784-EA,Salman Qureshi,2024-03-11 08:00:00,Completed
DT-DEMO-000834,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,ML-1483-CD,Mehreen Qureshi,2024-03-11 10:00:00,Completed
DT-DEMO-000835,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-4553-ED,Waqar Dar,2024-03-12 06:00:00,Completed
DT-DEMO-000836,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-1735-BB,Fahad Qureshi,2024-03-13 05:00:00,Scheduled
DT-DEMO-000837,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-5043-DD,Bilal Sharif,2024-03-13 10:00:00,Completed
DT-DEMO-000838,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-3799-CE,Salman Qureshi,2024-03-14 06:00:00,Scheduled
DT-DEMO-000839,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,FD-9269-AB,Rabia Gill,2024-03-14 09:00:00,In Transit
DT-DEMO-000840,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-8808-BE,Kiran Hussain,2024-03-14 07:00:00,Completed
DT-DEMO-000841,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-1840-DC,Usman Qureshi,2024-03-15 08:00:00,In Transit
DT-DEMO-000842,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,LE-2173-CD,Zara Dar,2024-03-15 06:00:00,In Transit
DT-DEMO-000843,MAT-DT-.YYYY.-,EnXi Biomedical & Waste Management (Pvt) Ltd,RW-3727-DC,Sohail Mirza,2024-03-15 05:00:00,Scheduled
